"id","title","doi","pmid","altmetric_jid","issns","journal","cohorts.sci","cohorts.pub","cohorts.com","cohorts.doc","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","authors5","authors6","type","altmetric_id","schema","is_oa","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url","cited_by_wikipedia_count","cited_by_fbwalls_count","cited_by_msm_count","cited_by_feeds_count","authors7","authors8","authors","authors9","authors10","authors11","cited_by_rdts_count","publisher_subjects.name","publisher_subjects.scheme","issns1","issns2","scopus_subjects","cited_by_videos_count","authors12","authors13","authors14","authors15","authors16","authors17","authors18","authors19","authors20","handles","handle","authors21","authors22","authors23","authors24","authors25","authors26","authors27","authors28","scopus_subjects1","scopus_subjects2","abstract","subjects","cited_by_rh_count","authors29","authors30","authors31","authors32","authors33","authors34","authors35","authors36","authors37","authors38","authors39","authors40","authors41","authors42","authors43","ads_id","cited_by_gplus_count","publisher_subjects.name1","publisher_subjects.name2","publisher_subjects.name3","publisher_subjects.name4","publisher_subjects.scheme1","publisher_subjects.scheme2","publisher_subjects.scheme3","publisher_subjects.scheme4","cited_by_qna_count","pmc","subjects1","subjects2","publisher_subjects.name5","publisher_subjects.scheme5","uri","handles1","handles2","abstract_source","cited_by_peer_review_sites_count","cited_by_weibo_count"
"nat11","Reanalysis of putative ovarian follicles suggests that Early Cretaceous birds were feeding not breeding","10.1038/s41598-020-76078-2",NA,"4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","10","45","1",NA,"16340583","9.2120161384682","675497","95","15664819","87119","16.254008103951","7134","91","79985","324513","16.04321753895","22733","92","301761","13763","16.684531899433","1029","92","12734","Gerald Mayr","Thomas G. Kaye","Michael Pittman","Evan T. Saitta","Christian Pott",NA,"article","93703717","1.5.4","FALSE","67","56","61","1607118096","33.55","33.55","33.55","33.55","15.2","0.25","0.25","0.25","0.25","0.25","0.25","0.25","33.55","http://dx.doi.org/10.1038/s41598-020-76078-2","1604490234","1604448000","0","6","0","6","https://badges.altmetric.com/?size=64&score=34&types=ttttttwf","https://badges.altmetric.com/?size=100&score=34&types=ttttttwf","https://badges.altmetric.com/?size=180&score=34&types=ttttttwf","http://www.altmetric.com/details.php?citation_id=93703717","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat12","An early Cambrian euarthropod with radiodont-like raptorial appendages","10.1038/s41586-020-2883-7","33149303","4f6fa50a3cf058f610003160",NA,"Nature","35","424","1","6","16345929","9.2130278635754","13459","99","16332540","76937","88.18955648851","1714","97","75223","327096","16.035341004906","824","99","326272","758","362.6725653897","87","88","671","Han Zeng","Fangchen Zhao","Kecheng Niu","Maoyan Zhu","Diying Huang",NA,"article","93721412","1.5.4","FALSE","586","466","519","1607229339","700.526","700.526","700.526","700.526","133.866","19.4","19.4","19.4","19.4","10.6","0.85","0.85","700.526","http://dx.doi.org/10.1038/s41586-020-2883-7","1604518416","1604448000","0","24","0","24","https://badges.altmetric.com/?size=64&score=701&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=701&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=701&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=93721412","3","2","43","3",NA,NA,NA,NA,NA,NA,"2",NA,NA,"0028-0836","1476-4687","General",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat13","A comprehensive diagnostic approach combining phylogenetic disease bracketing and CT imaging reveals osteomyelitis in a Tyrannosaurus rex","10.1038/s41598-020-75731-0","33144637","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","8","30","1",NA,"16339229","9.2114613456665","877987","94","15460495","87110","16.255295411496","8758","89","78346","324633","16.012540236328","28838","91","295761","13752","16.68894465857","1271","90","12480","C. A. Hamm","O. Hampe","D. Schwarz","F. Witzmann","P. J. Makovicky","C. A. Brochu","article","93669858","1.5.4","FALSE","47","39","41","1606950041","24.8","24.8","24.8","24.8","5.25","3","3","3","3","3","0","0","24.8","http://dx.doi.org/10.1038/s41598-020-75731-0","1604423254","1604361600","0","6","0","6","https://badges.altmetric.com/?size=64&score=25&types=ttttttwf","https://badges.altmetric.com/?size=100&score=25&types=ttttttwf","https://badges.altmetric.com/?size=180&score=25&types=ttttttwf","http://www.altmetric.com/details.php?citation_id=93669858","1","1",NA,NA,"R. Reiter","P. Asbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat14","Artificial intelligence provides greater accuracy in the classification of modern and ancient bone surface modifications","10.1038/s41598-020-75994-7",NA,"4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","2","17",NA,"1","16221891","9.1752027287772","1636149","89","14576608","86098","16.233347573086","14266","83","71750","264059","15.84036657098","41551","84","222349","12784","16.700254556833","2043","83","10732","Manuel Domínguez-Rodrigo","Gabriel Cifuentes-Alcobendas","Blanca Jiménez-García","Natalia Abellán","Marcos Pizarro-Monzo","Elia Organista","article","93596995","1.5.4","FALSE","35","20","20","1604920834","12.25","12.25","12.25","12.25","12.25","0","0","0","0","0","0","0","12.25","http://dx.doi.org/10.1038/s41598-020-75994-7","1604315927","1604275200","0","2","0","2","https://badges.altmetric.com/?size=64&score=13&types=tttttttt","https://badges.altmetric.com/?size=100&score=13&types=tttttttt","https://badges.altmetric.com/?size=180&score=13&types=tttttttt","http://www.altmetric.com/details.php?citation_id=93596995",NA,NA,NA,NA,"Enrique Baquedano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat15","Early mammalian social behaviour revealed by multituberculates from a dinosaur nesting site","10.1038/s41559-020-01325-8","33139921","587df5117ac79e6d1450be41","2397-334X","Nature Ecology & Evolution","54","117","5","2","16300420","9.199304153957","23970","99","16276383","1260","151.40294201747","88","93","1172","307539","16.003334183092","1131","99","306408","67","214.31887878788","9","86","58","Lucas N. Weaver","David J. Varricchio","Eric J. Sargis","Meng Chen","William J. Freimuth","Gregory P. Wilson Mantilla","article","93608844","1.5.4","FALSE","274","178","236","1606069924","506.936","506.936","506.936","506.936","506.936","0","0","0","0","0","0","0","506.936","http://dx.doi.org/10.1038/s41559-020-01325-8","1604333185","1604275200","0","12","0","12","https://badges.altmetric.com/?size=64&score=507&types=mbttttwf","https://badges.altmetric.com/?size=100&score=507&types=mbttttwf","https://badges.altmetric.com/?size=180&score=507&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=93608844","3","2","41","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat16","Two Late Cretaceous sauropods reveal titanosaurian dispersal across South America","10.1038/s42003-020-01338-w","33110212","5a132f8e7ac79e36ae6cf1b1","2399-3642","Communications Biology","12","52","3",NA,"16325641","9.2069275457424","360324","97","15965463","1371","32.745810218978","158","88","1213","330390","16.172148092097","13276","95","317114","692","28.289858176556","63","90","629","E. Martín Hechenleitner","Léa Leuzinger","Agustín G. Martinelli","Sebastián Rocher","Lucas E. Fiorelli","Jeremías R. A. Taborda","article","93212631","1.5.4","FALSE","91","67","80","1606308336","65.244","65.244","65.244","65.244","20.2","0","0","0","0","0","0","0","65.244","http://dx.doi.org/10.1038/s42003-020-01338-w","1603801351","1603756800","0","15","0","15","https://badges.altmetric.com/?size=64&score=66&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=66&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=66&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=93212631","3","6","1","2","Leonardo Salgado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat17","150 million years of sustained increase in pterosaur flight efficiency","10.1038/s41586-020-2858-8","33116315","4f6fa50a3cf058f610003160",NA,"Nature","27","101","6","3","16328420","9.2072717664746","40859","99","16287643","76907","87.977620263699","4096","94","72811","331717","16.173696577795","1747","99","329970","806","363.96058136646","170","78","636","Chris Venditti","Joanna Baker","Michael J. Benton","Andrew Meade","Stuart Humphries",NA,"article","93287820","1.5.4","FALSE","206","137","180","1606211150","376.708","376.708","376.708","376.708","20.16","0","0","0","0","0","0","0","376.708","http://dx.doi.org/10.1038/s41586-020-2858-8","1603901188","1603843200","0","26","0","26","https://badges.altmetric.com/?size=64&score=377&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=377&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=377&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=93287820","1","1","30","10",NA,NA,NA,NA,NA,NA,"1",NA,NA,"0028-0836","1476-4687","General",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat18","Dietary diversity and evolution of the earliest flying vertebrates revealed by dental microwear texture analysis","10.1038/s41467-020-19022-2","33116130","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","44","135","3","1","16341270","9.212187486172","84181","99","16257187","31911","50.493765528048","1172","96","30739","337819","16.196487741919","3425","98","334394","5807","56.870007578368","207","96","5600","Jordan Bestwick","David M. Unwin","Richard J. Butler","Mark A. Purnell",NA,NA,"article","93288237","1.5.4","FALSE","246","183","204","1606404347","221.602","221.602","221.602","221.602","10.95","0","0","0","0","0","0","0","221.602","http://dx.doi.org/10.1038/s41467-020-19022-2","1603901772","1603843200","0","9","0","9","https://badges.altmetric.com/?size=64&score=222&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=222&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=222&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=93288237","3","3","8","6",NA,NA,NA,NA,NA,NA,NA,"Multidisciplinary","era",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat19","Earliest fossils of giant-sized bony-toothed birds (Aves: Pelagornithidae) from the Eocene of Seymour Island, Antarctica","10.1038/s41598-020-75248-6","33106519","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","44","116","4","2","16338103","9.2110086287884","6836","99","16331306","87103","16.253398062042","117","99","86987","337894","16.225773981703","539","99","337355","13745","16.616435972061","28","99","13717","Peter A. Kloess","Ashley W. Poust","Thomas A. Stidham",NA,NA,NA,"article","93069940","1.5.4","FALSE","348","166","288","1606355094","1010.282","1010.282","1010.282","1010.282","23.3","0","0","0","0","0","0","0","1010.282","http://dx.doi.org/10.1038/s41598-020-75248-6","1603706576","1603670400","0","18","0","18","https://badges.altmetric.com/?size=64&score=1011&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=1011&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=1011&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=93069940","1","3","104","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat20","Marine plankton show threshold extinction response to Neogene climate change","10.1038/s41467-020-18879-7","33093493","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","13","13",NA,NA,"16331495","9.2085093197159","576223","96","15755074","31875","50.495670640648","9442","70","22433","342328","16.353839147948","21122","93","321194","5772","56.995986830706","1796","68","3976","Sarah Trubovitz","David Lazarus","Johan Renaudie","Paula J. Noble",NA,NA,"article","92865233","1.5.4","FALSE","32","26","29","1604409842","40.15","40.15","40.15","40.15","0","0","0","0","0","0","0","0","40.15","http://dx.doi.org/10.1038/s41467-020-18879-7","1603359901","1603324800","0","26","0","26","https://badges.altmetric.com/?size=64&score=41&types=mbtttttt","https://badges.altmetric.com/?size=100&score=41&types=mbtttttt","https://badges.altmetric.com/?size=180&score=41&types=mbtttttt","http://www.altmetric.com/details.php?citation_id=92865233",NA,NA,"2","1",NA,NA,NA,NA,NA,NA,NA,"Multidisciplinary","era",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat21","New fossil from mid-Cretaceous Burmese amber confirms monophyly of Liadopsyllidae (Hemiptera: Psylloidea)","10.1038/s41598-020-74551-6","33077764","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,NA,"1",NA,"16292948","9.199497209181","4837561","69","11353159","86738","16.245427487693","31217","63","55015","324711","16.41527013027","120075","62","203720","13399","16.679719361099","5043","62","8322","Jowita Drohojowska","Jacek Szwedo","Patrick Müller","Daniel Burckhardt",NA,NA,"article","92690742","1.5.4","FALSE","3","1","3","1603855800","3.5","3.5","3.5","3.5","0","0","0","0","0","0","0","0","3.5","http://dx.doi.org/10.1038/s41598-020-74551-6","1603130456","1603065600","0","3","0","3","https://badges.altmetric.com/?size=64&score=4&types=tttwwwww","https://badges.altmetric.com/?size=100&score=4&types=tttwwwww","https://badges.altmetric.com/?size=180&score=4&types=tttwwwww","http://www.altmetric.com/details.php?citation_id=92690742","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat22","Reptile-like physiology in Early Jurassic stem-mammals","10.1038/s41467-020-18898-4","33046697","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","49","152","6",NA,"16344770","9.2130291966781","5192","99","16339850","31912","50.171889881232","89","99","31823","316873","16.854913157363","457","99","316416","1","0","1","1","0","Elis Newham","Pamela G. Gill","Philippa Brewer","Michael J. Benton","Vincent Fernandez","Neil J. Gostling","article","92200411","1.5.4","FALSE","366","207","345","1607248872","1169.388","1169.388","1169.388","1169.388","13.05","8","7.5","2.95","2.1","1.85","0.5","0.5","1169.388","http://dx.doi.org/10.1038/s41467-020-18898-4","1602496720","1602460800","0","21","0","21","https://badges.altmetric.com/?size=64&score=1170&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=1170&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=1170&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=92200411","3","1","127","6","David Haberthür","Jukka Jernvall",NA,"Tuomas Kankaanpää","Aki Kallonen","Charles Navarro",NA,"Multidisciplinary","era",NA,NA,NA,"1","Alexandra Pacureanu","Kelly Richards","Kate Robson Brown","Philipp Schneider","Heikki Suhonen","Paul Tafforeau","Katherine A. Williams","Berit Zeller-Plumhoff","Ian J. Corfe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat23","Unlocking the mystery of the mid-Cretaceous Mysteriomorphidae (Coleoptera: Elateroidea) and modalities in transiting from gymnosperms to angiosperms","10.1038/s41598-020-73724-7","33033283","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","3","9","1",NA,"16236576","9.1798729084124","146792","99","16089943","86223","16.230163740113","1799","97","84424","296018","16.821326437333","5488","98","290530","20","1.4526315789474","1","95","19","David Peris","Robin Kundrata","Xavier Delclòs","Bastian Mähler","Michael A. Ivie","Jes Rust","article","91986183","1.5.4","FALSE","38","13","35","1604702401","142.206","142.206","142.206","142.206","0.75","0","0","0","0","0","0","0","142.206","http://dx.doi.org/10.1038/s41598-020-73724-7","1602156040","1602115200","0","5","0","5","https://badges.altmetric.com/?size=64&score=143&types=mmmbttwf","https://badges.altmetric.com/?size=100&score=143&types=mmmbttwf","https://badges.altmetric.com/?size=180&score=143&types=mmmbttwf","http://www.altmetric.com/details.php?citation_id=91986183","3","1","14","4","Conrad C. Labandeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat24","Potential utility of reflectance spectroscopy in understanding the paleoecology and depositional history of different fossils","10.1038/s41598-020-73719-4","33033316","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,"2",NA,NA,"16293064","9.1996259202974","12940876","11","1923102","86743","16.237264946624","63131","16","14605","309688","16.823540142143","224398","17","54247","17","1.95625","9","47","8","Swagata Chaudhuri","Arindam Guha","Ajoy K. Bhaumik","Komal Pasricha",NA,NA,"article","92297475","1.5.4","FALSE","2","2","2","1603878727","0.5","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0.5","http://dx.doi.org/10.1038/s41598-020-73719-4","1602590902","1602115200","0","3","0","3","https://badges.altmetric.com/?size=64&score=1&types=tttttttt","https://badges.altmetric.com/?size=100&score=1&types=tttttttt","https://badges.altmetric.com/?size=180&score=1&types=tttttttt","http://www.altmetric.com/details.php?citation_id=92297475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat25","Environmental drivers of megafauna and hominin extinction in Southeast Asia","10.1038/s41586-020-2810-y","33029012","4f6fa50a3cf058f610003160",NA,"Nature","33","161","8","2","16306218","9.2026120161353","48240","99","16258193","76845","87.993285565561","4719","93","72126","312409","17.04508172646","2068","99","310341","818","377.35439902081","211","74","607","Julien Louys","Patrick Roberts",NA,NA,NA,NA,"article","91934893","1.5.4","FALSE","271","204","242","1604801139","336.312","336.312","336.312","336.312","0.5","0","0","0","0","0","0","0","336.312","http://dx.doi.org/10.1038/s41586-020-2810-y","1602083866","1602028800","0","71","0","71","https://badges.altmetric.com/?size=64&score=337&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=337&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=337&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=91934893","3","2","25","4",NA,NA,NA,NA,NA,NA,"4",NA,NA,"0028-0836","1476-4687","General",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat26","The macroevolutionary landscape of short-necked plesiosaurians","10.1038/s41598-020-73413-5","33009498","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","36","52","1",NA,"16290666","9.1989072018756","432455","97","15858227","86718","16.244324665291","4984","94","81733","309325","17.186052462789","15152","95","294161","10","1.8222222222222","1","90","9","Valentin Fischer","Jamie A. MacLaren","Laura C. Soul","Rebecca F. Bennion","Patrick S. Druckenmiller","Roger B. J. Benson","article","91625890","1.5.4","FALSE","127","89","91","1604838072","54.35","54.35","54.35","54.35","2.6","0","0","0","0","0","0","0","54.35","http://dx.doi.org/10.1038/s41598-020-73413-5","1601630041","1601596800","0","13","0","13","https://badges.altmetric.com/?size=64&score=55&types=ttttttwf","https://badges.altmetric.com/?size=100&score=55&types=ttttttwf","https://badges.altmetric.com/?size=180&score=55&types=ttttttwf","http://www.altmetric.com/details.php?citation_id=91625890","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2268/251288","2268/251288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat28","Reevaluating bipedalism in Danuvius","10.1038/s41586-020-2736-4",NA,"4f6fa50a3cf058f610003160",NA,"Nature","2","7","1","1","16230011","9.1773940803433","2418098","85","13807319","76647","87.564594238447","41723","45","34908","298873","17.134624956503","62629","78","236078","827","406.81205569007","769","7","58","Williams, Scott A.","Prang, Thomas C.","Meyer, Marc R.","Russo, Gabrielle A.","Shapiro, Liza J.",NA,"article","91475227","1.5.4","FALSE","16","11","15","1603049473","8.95","8.95","8.95","8.95","0","0","0","0","0","0","0","0","8.95","http://dx.doi.org/10.1038/s41586-020-2736-4","1601483253","1601424000","0","4","0","4","https://badges.altmetric.com/?size=64&score=9&types=rrtttttw","https://badges.altmetric.com/?size=100&score=9&types=rrtttttw","https://badges.altmetric.com/?size=180&score=9&types=rrtttttw","http://www.altmetric.com/details.php?citation_id=91475227","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"0028-0836","1476-4687","General",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat29","Evidence corroborates identity of isolated fossil feather as a wing covert of Archaeopteryx","10.1038/s41598-020-65336-y","32999314","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","17","80","2","1","16345744","9.2129857082644","44761","99","16301054","87185","16.249703133603","600","99","86585","313977","17.151535537747","1965","99","312012","10","1.8222222222222","1","90","9","Carney, Ryan M.","Tischlinger, Helmut","Shawkey, Matthew D.",NA,NA,NA,"article","91457899","1.5.4","FALSE","166","100","152","1606823588","355.626","355.626","355.626","355.626","20.28","8","8","0","0","0","0","0","355.626","http://dx.doi.org/10.1038/s41598-020-65336-y","1601461903","1601424000","0","12","0","12","https://badges.altmetric.com/?size=64&score=356&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=356&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=356&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=91457899","8","4","31","8",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
